ProductID,ProductName,ProductDescription,BrandName,ProductNumber,Color,ProductModel,ProductCategoryID,CategoryName,ListPrice,StandardCost,Weight,WeightUom,ProductStatus,CreatedDate,SellStartDate,SellEndDate,IsoCurrencyCode,UpdatedDate,CreatedBy,UpdatedBy,GoldLoadTimestamp
11,"Long-Sleeve Logo Jersey, L","Long-Sleeve Logo Jersey, L",Contoso Outdoor,None,Multi,None,25,Jerseys,49.99,38.49,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
12,"Long-Sleeve Logo Jersey, XL","Long-Sleeve Logo Jersey, XL",Contoso Outdoor,None,Multi,None,25,Jerseys,49.99,38.49,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
13,"HL Road Frame - Red, 62","HL Road Frame - Red, 62",Contoso Outdoor,None,Red,None,18,Road Frames,1431.50,868.63,1043.26,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
14,"HL Road Frame - Red, 44","HL Road Frame - Red, 44",Contoso Outdoor,None,Red,None,18,Road Frames,1431.50,868.63,961.61,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
15,"HL Road Frame - Red, 48","HL Road Frame - Red, 48",Contoso Outdoor,None,Red,None,18,Road Frames,1431.50,868.63,979.75,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
16,"HL Road Frame - Red, 52","HL Road Frame - Red, 52",Contoso Outdoor,None,Red,None,18,Road Frames,1431.50,868.63,997.9,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
17,"HL Road Frame - Red, 56","HL Road Frame - Red, 56",Contoso Outdoor,None,Red,None,18,Road Frames,1431.50,868.63,1016.04,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
18,"LL Road Frame - Black, 58","LL Road Frame - Black, 58",Contoso Outdoor,None,Black,None,18,Road Frames,337.22,204.63,1115.83,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
19,"LL Road Frame - Black, 60","LL Road Frame - Black, 60",Contoso Outdoor,None,Black,None,18,Road Frames,337.22,204.63,1124.9,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
20,"LL Road Frame - Black, 62","LL Road Frame - Black, 62",Contoso Outdoor,None,Black,None,18,Road Frames,337.22,204.63,1133.98,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
21,"LL Road Frame - Red, 44","LL Road Frame - Red, 44",Contoso Outdoor,None,Red,None,18,Road Frames,337.22,187.16,1052.33,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
22,"LL Road Frame - Red, 48","LL Road Frame - Red, 48",Contoso Outdoor,None,Red,None,18,Road Frames,337.22,187.16,1070.47,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
23,"LL Road Frame - Red, 52","LL Road Frame - Red, 52",Contoso Outdoor,None,Red,None,18,Road Frames,337.22,187.16,1088.62,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
24,"LL Road Frame - Red, 58","LL Road Frame - Red, 58",Contoso Outdoor,None,Red,None,18,Road Frames,337.22,187.16,1115.83,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
25,"LL Road Frame - Red, 60","LL Road Frame - Red, 60",Contoso Outdoor,None,Red,None,18,Road Frames,337.22,187.16,1124.9,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
26,"LL Road Frame - Red, 62","LL Road Frame - Red, 62",Contoso Outdoor,None,Red,None,18,Road Frames,337.22,187.16,1133.98,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
27,"ML Road Frame - Red, 44","ML Road Frame - Red, 44",Contoso Outdoor,None,Red,None,18,Road Frames,594.83,352.14,1006.97,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
28,"ML Road Frame - Red, 48","ML Road Frame - Red, 48",Contoso Outdoor,None,Red,None,18,Road Frames,594.83,352.14,1025.11,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
29,"ML Road Frame - Red, 52","ML Road Frame - Red, 52",Contoso Outdoor,None,Red,None,18,Road Frames,594.83,352.14,1043.26,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
30,"ML Road Frame - Red, 58","ML Road Frame - Red, 58",Contoso Outdoor,None,Red,None,18,Road Frames,594.83,352.14,1070.47,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
31,"ML Road Frame - Red, 60","ML Road Frame - Red, 60",Contoso Outdoor,None,Red,None,18,Road Frames,594.83,352.14,1079.54,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
32,"LL Road Frame - Black, 44","LL Road Frame - Black, 44",Contoso Outdoor,None,Black,None,18,Road Frames,337.22,204.63,1052.33,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
33,"LL Road Frame - Black, 48","LL Road Frame - Black, 48",Contoso Outdoor,None,Black,None,18,Road Frames,337.22,204.63,1070.47,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
34,"LL Road Frame - Black, 52","LL Road Frame - Black, 52",Contoso Outdoor,None,Black,None,18,Road Frames,337.22,204.63,1088.62,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
35,"HL Mountain Frame - Silver, 42","HL Mountain Frame - Silver, 42",Contoso Outdoor,None,Silver,None,16,Mountain Frames,1364.50,747.20,1233.76,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
36,"HL Mountain Frame - Silver, 44","HL Mountain Frame - Silver, 44",Contoso Outdoor,None,Silver,None,16,Mountain Frames,1364.50,706.81,1251.91,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
37,"HL Mountain Frame - Silver, 48","HL Mountain Frame - Silver, 48",Contoso Outdoor,None,Silver,None,16,Mountain Frames,1364.50,706.81,1270.05,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
38,"HL Mountain Frame - Silver, 46","HL Mountain Frame - Silver, 46",Contoso Outdoor,None,Silver,None,16,Mountain Frames,1364.50,747.20,1288.2,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
39,"HL Mountain Frame - Black, 42","HL Mountain Frame - Black, 42",Contoso Outdoor,None,Black,None,16,Mountain Frames,1349.60,739.04,1233.76,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
40,"HL Mountain Frame - Black, 44","HL Mountain Frame - Black, 44",Contoso Outdoor,None,Black,None,16,Mountain Frames,1349.60,699.09,1251.91,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
41,"HL Mountain Frame - Black, 48","HL Mountain Frame - Black, 48",Contoso Outdoor,None,Black,None,16,Mountain Frames,1349.60,699.09,1270.05,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
42,"HL Mountain Frame - Black, 46","HL Mountain Frame - Black, 46",Contoso Outdoor,None,Black,None,16,Mountain Frames,1349.60,739.04,1288.2,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
43,"HL Mountain Frame - Black, 38","HL Mountain Frame - Black, 38",Contoso Outdoor,None,Black,None,16,Mountain Frames,1349.60,739.04,1215.62,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
44,"HL Mountain Frame - Silver, 38","HL Mountain Frame - Silver, 38",Contoso Outdoor,None,Silver,None,16,Mountain Frames,1364.50,747.20,1215.62,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
45,"Road-150 Red, 62","Road-150 Red, 62",Contoso Outdoor,None,Red,None,6,Road Bikes,3578.27,2171.29,6803.85,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
46,"Road-150 Red, 44","Road-150 Red, 44",Contoso Outdoor,None,Red,None,6,Road Bikes,3578.27,2171.29,6245.93,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
47,"Road-150 Red, 48","Road-150 Red, 48",Contoso Outdoor,None,Red,None,6,Road Bikes,3578.27,2171.29,6409.23,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
48,"Road-150 Red, 52","Road-150 Red, 52",Contoso Outdoor,None,Red,None,6,Road Bikes,3578.27,2171.29,6540.77,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
49,"Road-150 Red, 56","Road-150 Red, 56",Contoso Outdoor,None,Red,None,6,Road Bikes,3578.27,2171.29,6658.7,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
50,"Road-450 Red, 58","Road-450 Red, 58",Contoso Outdoor,None,Red,None,6,Road Bikes,1457.99,884.71,8069.37,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
51,"Road-450 Red, 60","Road-450 Red, 60",Contoso Outdoor,None,Red,None,6,Road Bikes,1457.99,884.71,8119.26,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
52,"Road-450 Red, 44","Road-450 Red, 44",Contoso Outdoor,None,Red,None,6,Road Bikes,1457.99,884.71,7606.7,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
53,"Road-450 Red, 48","Road-450 Red, 48",Contoso Outdoor,None,Red,None,6,Road Bikes,1457.99,884.71,7770.0,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
54,"Road-450 Red, 52","Road-450 Red, 52",Contoso Outdoor,None,Red,None,6,Road Bikes,1457.99,884.71,7901.54,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
55,"Road-650 Red, 58","Road-650 Red, 58",Contoso Outdoor,None,Red,None,6,Road Bikes,782.99,486.71,8976.55,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
56,"Road-650 Red, 60","Road-650 Red, 60",Contoso Outdoor,None,Red,None,6,Road Bikes,782.99,486.71,9026.44,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
57,"Road-650 Red, 62","Road-650 Red, 62",Contoso Outdoor,None,Red,None,6,Road Bikes,782.99,486.71,9071.8,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
58,"Road-650 Red, 44","Road-650 Red, 44",Contoso Outdoor,None,Red,None,6,Road Bikes,782.99,486.71,8513.88,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
59,"Road-650 Red, 48","Road-650 Red, 48",Contoso Outdoor,None,Red,None,6,Road Bikes,782.99,486.71,8677.18,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
60,"Road-650 Red, 52","Road-650 Red, 52",Contoso Outdoor,None,Red,None,6,Road Bikes,782.99,486.71,8808.72,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
61,"Road-650 Black, 58","Road-650 Black, 58",Contoso Outdoor,None,Black,None,6,Road Bikes,782.99,486.71,8976.55,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
62,"Road-650 Black, 60","Road-650 Black, 60",Contoso Outdoor,None,Black,None,6,Road Bikes,782.99,486.71,9026.44,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
63,"Road-650 Black, 62","Road-650 Black, 62",Contoso Outdoor,None,Black,None,6,Road Bikes,782.99,486.71,9071.8,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
64,"Road-650 Black, 44","Road-650 Black, 44",Contoso Outdoor,None,Black,None,6,Road Bikes,782.99,486.71,8513.88,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
65,"Road-650 Black, 48","Road-650 Black, 48",Contoso Outdoor,None,Black,None,6,Road Bikes,782.99,486.71,8677.18,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
66,"Road-650 Black, 52","Road-650 Black, 52",Contoso Outdoor,None,Black,None,6,Road Bikes,782.99,486.71,8808.72,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
67,"Mountain-100 Silver, 38","Mountain-100 Silver, 38",Contoso Outdoor,None,Silver,None,5,Mountain Bikes,3399.99,1912.15,9230.56,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
68,"Mountain-100 Silver, 42","Mountain-100 Silver, 42",Contoso Outdoor,None,Silver,None,5,Mountain Bikes,3399.99,1912.15,9421.06,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
69,"Mountain-100 Silver, 44","Mountain-100 Silver, 44",Contoso Outdoor,None,Silver,None,5,Mountain Bikes,3399.99,1912.15,9584.36,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
70,"Mountain-100 Silver, 48","Mountain-100 Silver, 48",Contoso Outdoor,None,Silver,None,5,Mountain Bikes,3399.99,1912.15,9715.9,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
71,"Mountain-100 Black, 38","Mountain-100 Black, 38",Contoso Outdoor,None,Black,None,5,Mountain Bikes,3374.99,1898.09,9230.56,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
72,"Mountain-100 Black, 42","Mountain-100 Black, 42",Contoso Outdoor,None,Black,None,5,Mountain Bikes,3374.99,1898.09,9421.06,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
73,"Mountain-100 Black, 44","Mountain-100 Black, 44",Contoso Outdoor,None,Black,None,5,Mountain Bikes,3374.99,1898.09,9584.36,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
74,"Mountain-100 Black, 48","Mountain-100 Black, 48",Contoso Outdoor,None,Black,None,5,Mountain Bikes,3374.99,1898.09,9715.9,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
75,"Mountain-200 Silver, 38","Mountain-200 Silver, 38",Contoso Outdoor,None,Silver,None,5,Mountain Bikes,2319.99,1265.62,10591.33,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
76,"Mountain-200 Silver, 42","Mountain-200 Silver, 42",Contoso Outdoor,None,Silver,None,5,Mountain Bikes,2319.99,1265.62,10781.83,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
77,"Mountain-200 Silver, 46","Mountain-200 Silver, 46",Contoso Outdoor,None,Silver,None,5,Mountain Bikes,2319.99,1265.62,10945.13,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
78,"Mountain-200 Black, 38","Mountain-200 Black, 38",Contoso Outdoor,None,Black,None,5,Mountain Bikes,2294.99,1251.98,10591.33,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
79,"Mountain-200 Black, 42","Mountain-200 Black, 42",Contoso Outdoor,None,Black,None,5,Mountain Bikes,2294.99,1251.98,10781.83,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
80,"Mountain-200 Black, 46","Mountain-200 Black, 46",Contoso Outdoor,None,Black,None,5,Mountain Bikes,2294.99,1251.98,10945.13,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
81,"Mountain-300 Black, 38","Mountain-300 Black, 38",Contoso Outdoor,None,Black,None,5,Mountain Bikes,1079.99,598.44,11498.51,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
82,"Mountain-300 Black, 40","Mountain-300 Black, 40",Contoso Outdoor,None,Black,None,5,Mountain Bikes,1079.99,598.44,11689.01,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
83,"Mountain-300 Black, 44","Mountain-300 Black, 44",Contoso Outdoor,None,Black,None,5,Mountain Bikes,1079.99,598.44,11852.31,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
84,"Mountain-300 Black, 48","Mountain-300 Black, 48",Contoso Outdoor,None,Black,None,5,Mountain Bikes,1079.99,598.44,11983.85,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
85,"Road-250 Red, 44","Road-250 Red, 44",Contoso Outdoor,None,Red,None,6,Road Bikes,2443.35,1518.79,6699.52,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
86,"Road-250 Red, 48","Road-250 Red, 48",Contoso Outdoor,None,Red,None,6,Road Bikes,2443.35,1518.79,6862.82,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
87,"Road-250 Red, 52","Road-250 Red, 52",Contoso Outdoor,None,Red,None,6,Road Bikes,2443.35,1518.79,6994.36,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
88,"Road-250 Red, 58","Road-250 Red, 58",Contoso Outdoor,None,Red,None,6,Road Bikes,2443.35,1554.95,7162.19,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
89,"Road-250 Black, 44","Road-250 Black, 44",Contoso Outdoor,None,Black,None,6,Road Bikes,2443.35,1554.95,6699.52,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
90,"Road-250 Black, 48","Road-250 Black, 48",Contoso Outdoor,None,Black,None,6,Road Bikes,2443.35,1554.95,6862.82,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
91,"Road-250 Black, 52","Road-250 Black, 52",Contoso Outdoor,None,Black,None,6,Road Bikes,2443.35,1554.95,6994.36,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
92,"Road-250 Black, 58","Road-250 Black, 58",Contoso Outdoor,None,Black,None,6,Road Bikes,2443.35,1554.95,7112.29,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
93,"Road-550-W Yellow, 38","Road-550-W Yellow, 38",Contoso Outdoor,None,Yellow,None,6,Road Bikes,1120.49,713.08,7869.79,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
94,"Road-550-W Yellow, 40","Road-550-W Yellow, 40",Contoso Outdoor,None,Yellow,None,6,Road Bikes,1120.49,713.08,8060.29,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
95,"Road-550-W Yellow, 42","Road-550-W Yellow, 42",Contoso Outdoor,None,Yellow,None,6,Road Bikes,1120.49,713.08,8223.59,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
96,"Road-550-W Yellow, 44","Road-550-W Yellow, 44",Contoso Outdoor,None,Yellow,None,6,Road Bikes,1120.49,713.08,8355.13,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
97,"Road-550-W Yellow, 48","Road-550-W Yellow, 48",Contoso Outdoor,None,Yellow,None,6,Road Bikes,1120.49,713.08,8473.06,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
98,LL Fork,LL Fork,Contoso Outdoor,None,None,None,14,Forks,148.22,65.81,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
99,ML Fork,ML Fork,Contoso Outdoor,None,None,None,14,Forks,175.49,77.92,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
100,HL Fork,HL Fork,Contoso Outdoor,None,None,None,14,Forks,229.49,101.89,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
101,LL Headset,LL Headset,Contoso Outdoor,None,None,None,15,Headsets,34.20,15.18,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
102,ML Headset,ML Headset,Contoso Outdoor,None,None,None,15,Headsets,102.29,45.42,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
103,HL Headset,HL Headset,Contoso Outdoor,None,None,None,15,Headsets,124.73,55.38,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
104,LL Mountain Handlebars,LL Mountain Handlebars,Contoso Outdoor,None,None,None,8,Handlebars,44.54,19.78,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
105,ML Mountain Handlebars,ML Mountain Handlebars,Contoso Outdoor,None,None,None,8,Handlebars,61.92,27.49,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
106,HL Mountain Handlebars,HL Mountain Handlebars,Contoso Outdoor,None,None,None,8,Handlebars,120.27,53.40,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
107,LL Road Handlebars,LL Road Handlebars,Contoso Outdoor,None,None,None,8,Handlebars,44.54,19.78,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
108,ML Road Handlebars,ML Road Handlebars,Contoso Outdoor,None,None,None,8,Handlebars,61.92,27.49,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
109,HL Road Handlebars,HL Road Handlebars,Contoso Outdoor,None,None,None,8,Handlebars,120.27,53.40,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
